Density(kg/m3),Tensile_Strength(MPa),Hardness(HB),Thermal_Conductivity(W/mK),Elastic_Modulus(GPa),Class
5716.658839,104.724641,2762.623611,117.217919,389.879693,Ceramic
1076.227526,19.626871,36.260987,0.263330,3.163265,Polymer
861.723636,10.374906,20.803800,0.282763,4.905040,Polymer
4153.186943,218.389118,1552.170309,107.088614,380.490734,Ceramic
5963.033672,174.371446,263.081312,156.375474,147.958541,Metal
1101.142936,95.213948,29.133794,0.327411,1.101696,Polymer
6998.979167,408.692927,284.021619,79.976190,93.568970,Metal
2859.659714,358.923036,102.999010,393.890024,167.796750,Metal
5031.958839,219.544212,237.791093,316.372732,68.875190,Metal
5157.569635,532.799860,124.016185,240.521853,53.644512,Metal
1055.030761,49.892542,13.956025,0.261182,1.035389,Polymer
5592.697568,262.165748,188.858643,285.859212,104.876301,Metal
897.909907,93.231110,35.638731,0.437396,2.550448,Polymer
3419.636414,391.894044,2459.408504,5.025433,348.766300,Ceramic
5821.240006,577.058766,290.366769,286.002474,77.377912,Metal
3070.981075,402.754681,2971.202281,103.822863,471.910558,Ceramic
987.098328,7.726825,25.657807,0.286866,1.132974,Polymer
3951.096009,151.144197,2574.494725,142.745273,228.637321,Ceramic
5363.499322,316.938647,1418.553412,107.656488,294.928800,Ceramic
4295.488465,325.283564,1586.963932,23.275328,156.554260,Ceramic
8156.651109,516.748723,286.237307,307.357019,105.037916,Metal
1464.862289,5.995389,25.342127,0.154325,3.880324,Polymer
5424.268688,248.601888,1490.633263,131.094149,495.879488,Ceramic
8303.567290,580.586929,247.050815,345.426486,167.619554,Metal
2433.083899,192.005648,2664.182495,57.223556,337.734734,Ceramic
1451.451698,53.993561,43.764666,0.161978,4.783745,Polymer
1039.428663,5.607631,2.239568,0.344746,3.856056,Polymer
3025.705283,482.778896,235.409901,372.386336,207.750128,Metal
1209.795213,67.860940,43.382568,0.446652,1.295565,Polymer
5334.842173,301.011104,113.524164,56.448283,176.321421,Metal
6497.721203,407.603986,79.372421,256.322458,181.514487,Metal
6763.701704,1100.930517,190.709234,247.884756,85.463619,Metal
1186.142475,35.098986,29.606151,0.334903,0.227129,Polymer
1316.605749,69.011936,22.332386,0.247733,0.344524,Polymer
5288.889105,120.160746,2748.970170,97.967717,125.480985,Ceramic
1396.116419,32.670577,35.541684,0.300996,0.583106,Polymer
3739.862039,127.356392,181.514428,322.030629,88.964317,Metal
2950.121882,445.366935,240.828880,357.882847,186.909574,Metal
7425.120032,1077.676869,188.783345,212.019217,213.501234,Metal
1346.569375,22.773887,15.057995,0.244247,0.392094,Polymer
4582.720749,1050.803087,245.871574,92.117562,68.161971,Metal
1256.828298,10.070716,35.383013,0.318521,3.726581,Polymer
5236.750708,389.788937,377.510658,45.825552,215.456911,Metal
810.816041,88.019482,27.637054,0.476176,2.150788,Polymer
3836.222651,318.658744,885.541868,75.437365,437.780908,Ceramic
1467.027874,29.081330,23.410575,0.311795,0.203927,Polymer
3495.640538,130.193682,325.054091,296.168506,191.726260,Metal
2544.066532,813.598011,158.056517,257.935692,198.172885,Metal
8083.902431,252.381221,361.347494,316.419657,182.369336,Metal
1034.171717,44.619737,31.790399,0.443902,2.175171,Polymer
1489.729936,39.207628,49.241049,0.347030,4.175446,Polymer
4575.679403,354.192023,1513.317369,73.220325,456.524541,Ceramic
1363.098416,59.428726,48.400963,0.333455,4.635198,Polymer
986.586684,48.858569,43.940728,0.437333,0.227502,Polymer
1408.710085,12.851662,39.746301,0.410417,3.664997,Polymer
5232.109184,28.773958,724.348537,21.574743,269.034913,Ceramic
3988.359841,456.455541,2400.154424,46.963747,200.465750,Ceramic
3594.189987,210.781817,334.692557,240.737144,72.230817,Metal
7452.442969,247.024162,219.736509,93.015643,157.508357,Metal
7588.124293,1143.214484,326.103927,22.825690,204.061342,Metal
3135.302022,389.491433,392.382837,114.958411,140.781900,Metal
2052.251226,168.170574,963.856114,30.216953,452.822766,Ceramic
4217.749753,268.750780,177.540796,141.558297,213.949601,Metal
3570.744110,384.997887,488.588272,99.101205,233.465004,Ceramic
2703.933908,887.082356,367.596736,238.791868,109.444517,Metal
5014.650798,281.348349,1251.828358,124.993806,446.063357,Ceramic
864.770794,34.827214,11.822703,0.317399,3.447618,Polymer
3332.084550,279.418908,1855.525630,8.349192,292.354236,Ceramic
8420.364757,980.232583,266.728101,295.115807,68.126586,Metal
1171.352630,54.363657,40.541552,0.239021,3.793310,Polymer
7616.201196,225.565666,153.236874,182.520627,65.751649,Metal
6360.448682,377.790567,208.950432,33.502765,197.505144,Metal
4862.371834,1027.756697,368.744798,168.537670,141.175940,Metal
8068.369468,445.072659,166.385800,315.365322,157.744546,Metal
5734.565068,982.939752,198.945789,157.019339,155.522334,Metal
6396.923574,285.552428,130.021622,126.997668,181.562162,Metal
1425.845113,58.299392,41.902613,0.172402,1.918364,Polymer
4041.488881,168.668035,2080.187341,79.447384,256.831906,Ceramic
1420.546997,57.123369,12.451150,0.187169,1.689055,Polymer
4636.827122,380.896052,921.986209,99.080842,132.825859,Ceramic
1274.289492,23.712588,22.117696,0.426092,4.732278,Polymer
2655.419126,263.242713,1634.535440,45.268539,282.496205,Ceramic
5154.877490,233.895019,2345.180895,34.772719,348.237425,Ceramic
2440.973952,386.554108,597.971822,105.141155,447.088043,Ceramic
8227.324732,480.868658,241.199875,273.186531,138.853571,Metal
5255.717822,337.533293,712.312305,95.553871,400.510351,Ceramic
4723.219439,166.118100,1772.080989,46.809288,209.547725,Ceramic
2781.224060,248.803022,1894.236240,63.560740,398.342381,Ceramic
4720.067902,633.615374,250.108082,342.465613,115.427131,Metal
4078.952505,418.086212,102.266311,67.242481,136.026580,Metal
4194.556327,444.550969,254.759761,380.659948,71.426676,Metal
1445.322243,53.817833,22.167537,0.224511,1.270488,Polymer
1098.146530,78.464000,33.871254,0.119182,4.163338,Polymer
4137.478526,1101.134528,156.500211,143.661571,219.886191,Metal
8742.348092,1027.463294,57.024662,331.219358,114.798883,Metal
1104.765992,68.952535,19.600368,0.478040,4.968780,Polymer
5581.225540,306.568011,198.910740,389.266094,95.921898,Metal
2354.520685,148.222265,2036.154241,76.517428,106.240525,Ceramic
877.893057,40.562177,32.475328,0.362795,1.509481,Polymer
4525.584733,494.276400,147.920858,345.717521,160.756188,Metal
1342.361781,56.550311,43.016352,0.253464,0.200687,Polymer
2699.357647,209.140694,2288.832872,126.890679,306.983981,Ceramic
4068.084417,672.506810,359.717221,165.395305,141.949455,Metal
8074.370358,884.870352,392.662594,267.813157,53.943494,Metal
2704.472311,1120.856939,325.674855,294.915806,115.478528,Metal
802.244540,7.080206,1.335891,0.368627,1.323346,Polymer
2497.509082,312.899490,523.703022,13.462955,305.298047,Ceramic
836.931560,21.848273,32.269308,0.251046,3.578195,Polymer
1499.166168,22.417660,11.129708,0.298498,4.166976,Polymer
4605.846732,387.891820,122.639339,368.383934,115.592603,Metal
1209.596486,29.734768,12.457372,0.184338,4.219897,Polymer
1330.334421,67.405620,18.936558,0.335882,0.281061,Polymer
5045.834194,433.383159,2899.597000,84.936731,455.450449,Ceramic
5373.875897,66.343888,2160.321397,52.661300,345.829802,Ceramic
3442.933431,165.160086,182.945651,43.534877,54.335245,Metal
7092.825025,271.968696,139.340777,24.207037,103.423469,Metal
1289.452391,15.873146,42.770479,0.216384,3.959806,Polymer
8055.041448,871.323928,201.973335,179.557972,171.921514,Metal
5912.146770,95.067430,1337.835370,43.991647,430.568430,Ceramic
2773.964112,239.882403,313.366179,238.566571,81.135801,Metal
981.825967,39.200009,23.662458,0.465283,0.954381,Polymer
4574.751481,730.437540,178.548946,363.783721,146.089486,Metal
844.657526,50.845792,43.492521,0.228832,2.990505,Polymer
5479.732106,537.964065,160.139615,81.709541,193.820186,Metal
4692.771133,316.605005,1266.136862,65.910391,314.428226,Ceramic
5150.967712,481.762141,208.922462,99.866778,174.982911,Metal
889.334178,11.781711,12.000475,0.404066,3.505147,Polymer
4816.842799,331.238491,321.960548,318.362572,80.354251,Metal
1315.965354,25.375794,39.845195,0.215409,3.882050,Polymer
7597.046870,417.392413,227.268182,290.623075,89.281353,Metal
5882.218687,320.216586,292.596844,157.566516,113.180194,Metal
825.142508,86.426222,46.973473,0.375699,4.661201,Polymer
8769.071753,487.169076,221.565499,278.505301,98.709829,Metal
8646.132346,123.377198,325.197865,382.084754,173.038746,Metal
7759.732985,908.352822,103.072010,304.553231,129.936612,Metal
3903.297805,174.027320,2717.804704,3.560586,118.569755,Ceramic
2155.584210,122.402223,452.680862,27.747086,141.039842,Ceramic
1207.489641,96.311779,6.223865,0.138614,4.069409,Polymer
3958.986460,310.132783,244.420425,366.264464,66.782679,Metal
5741.915738,216.456392,999.762617,20.825791,397.528085,Ceramic
2455.165186,146.759340,927.572368,71.745968,234.430244,Ceramic
1025.293187,84.300175,20.245500,0.317424,2.214142,Polymer
7763.702271,942.361066,386.002853,278.017737,158.607422,Metal
2401.675380,105.733447,1795.505132,28.744242,462.547610,Ceramic
3572.977072,182.092751,2462.051325,62.763625,372.190666,Ceramic
1302.085791,83.132629,28.568883,0.175311,0.194786,Polymer
3364.901973,59.774934,1582.979660,27.222270,381.281515,Ceramic
1005.297909,37.161910,23.249451,0.495201,2.804750,Polymer
6652.465396,277.805640,183.334105,354.201675,199.403169,Metal
998.927732,98.807348,29.580693,0.105817,3.067550,Polymer
5318.340512,767.737414,77.405072,295.218374,52.116639,Metal
3746.506885,470.235926,2977.120976,85.855998,342.681246,Ceramic
1167.226967,15.282352,28.904964,0.358432,4.436842,Polymer
4387.548295,1167.035665,368.918122,194.846779,116.091984,Metal
1474.252731,12.929786,35.100789,0.103512,0.727259,Polymer
1035.795852,51.971795,45.727674,0.307885,1.994337,Polymer
1445.411259,48.042875,17.328581,0.181080,4.400145,Polymer
1153.285945,82.419186,30.622263,0.263360,2.183727,Polymer
8269.208637,686.344399,334.709982,336.665288,95.659047,Metal
1069.646391,91.809053,3.909267,0.368498,2.037410,Polymer
5018.102797,166.254383,2000.957405,126.513698,182.698064,Ceramic
5116.725581,500.028383,326.653688,304.639640,63.289208,Metal
5353.158088,173.033989,65.815848,97.864690,59.355601,Metal
3435.342465,463.589548,195.022639,231.745368,157.038408,Metal
5053.300987,283.042655,1985.544254,91.577560,495.462925,Ceramic
3197.572029,142.808315,818.877516,15.874143,326.948760,Ceramic
2668.272666,68.682001,1298.603022,130.603170,473.250608,Ceramic
5257.702585,806.966084,316.443658,307.505700,202.214664,Metal
831.156873,30.890941,33.010745,0.449121,3.608386,Polymer
4475.305992,75.408646,722.737791,144.646689,398.062092,Ceramic
1050.791224,10.660467,18.084228,0.366093,3.526096,Polymer
3916.795869,150.923957,820.023859,90.609891,260.615733,Ceramic
1090.249213,11.855501,9.948672,0.421499,1.529975,Polymer
1284.462744,70.485072,35.268699,0.395921,0.907962,Polymer
6398.062710,896.288558,54.589025,129.909774,93.095826,Metal
3043.769434,411.492890,270.186055,72.528059,164.358200,Metal
4797.178260,414.812436,2493.378128,60.624471,360.537226,Ceramic
2742.977275,400.874985,2862.389794,65.443890,442.459244,Ceramic
868.527961,66.514046,6.003207,0.160965,3.921055,Polymer
3559.211913,469.158034,2697.676990,117.122220,314.758754,Ceramic
5673.410427,277.536900,262.793171,339.984664,149.776193,Metal
1104.725253,28.449543,43.472425,0.140606,4.156622,Polymer
854.186342,49.572190,32.820231,0.194294,2.210512,Polymer
1391.908310,90.054566,12.722956,0.339423,0.028487,Polymer
4504.469174,811.887985,213.699066,201.867146,108.749587,Metal
7496.188278,318.143662,80.245822,72.575750,166.390766,Metal
968.088446,7.357158,10.785241,0.447480,1.696590,Polymer
8432.733906,557.285061,205.763771,115.540936,203.194091,Metal
1434.367272,11.645115,5.919489,0.136576,2.084527,Polymer
1003.475879,56.241552,39.690395,0.220454,0.722258,Polymer
3783.734009,504.750346,359.161960,26.694748,199.687136,Metal
8979.255690,806.234148,278.599162,138.249032,146.626439,Metal
1049.048120,41.193218,17.788245,0.443546,3.553250,Polymer
3071.729242,541.033241,196.549872,364.641281,83.277610,Metal
1449.447662,35.858019,10.003803,0.401947,0.695649,Polymer
1027.593497,25.551951,16.130873,0.363980,3.631382,Polymer
4382.346673,385.879133,1877.127857,107.092956,338.435632,Ceramic
8827.899656,601.683352,242.423375,399.438695,87.605068,Metal
1268.318017,52.138835,48.984945,0.255025,0.052449,Polymer
3074.174165,315.906740,292.226440,318.917034,158.912389,Metal
828.636311,34.276234,49.018004,0.301215,0.061546,Polymer
5559.897314,26.976580,1439.686801,22.119141,353.757769,Ceramic
4602.965721,294.139135,1056.999548,129.983012,370.304586,Ceramic
1463.981087,64.710860,10.849327,0.471430,4.673013,Polymer
1452.793282,74.383811,10.187372,0.449492,4.737085,Polymer
1019.304163,32.065608,19.988467,0.267272,3.246409,Polymer
4444.808690,228.079808,2113.698409,59.090570,351.830747,Ceramic
3545.603025,266.634624,2244.065625,1.710201,415.177697,Ceramic
2824.494637,83.643919,1999.127621,84.580430,420.968476,Ceramic
5796.801988,409.656130,2557.639965,1.173861,356.392586,Ceramic
8096.230720,232.688354,248.335367,46.794197,195.643410,Metal
865.815888,56.306488,6.861815,0.393897,1.786340,Polymer
5898.686988,374.727879,2470.166166,82.163741,333.264357,Ceramic
1283.734062,42.841130,41.137253,0.306174,0.935944,Polymer
1151.209883,58.799375,35.823974,0.128653,3.897811,Polymer
4262.438950,202.574099,581.831055,140.409340,346.005244,Ceramic
3734.934420,904.889807,383.614369,191.682332,151.846086,Metal
4018.723170,402.490683,512.542125,85.699670,176.492149,Ceramic
5513.805919,126.835140,2313.401615,143.400501,394.684088,Ceramic
5841.016554,372.525209,603.714072,8.340660,287.500886,Ceramic
1390.085412,18.202535,12.483448,0.311265,4.079602,Polymer
6226.322311,463.612546,355.256566,56.998866,166.801239,Metal
3501.371539,1147.682436,212.644038,75.923703,57.770654,Metal
1060.186439,57.577665,11.906812,0.330538,3.094091,Polymer
3186.165393,231.964190,134.383212,310.524569,155.408017,Metal
7319.096946,1111.283521,135.276191,333.008396,127.814431,Metal
1185.906336,49.439039,49.033513,0.476875,4.111693,Polymer
805.382376,57.379177,15.359427,0.152095,3.856478,Polymer
5031.874146,421.335532,1255.489721,46.383918,374.519510,Ceramic
3507.210801,240.564425,914.679759,134.860244,162.089911,Ceramic
1169.485426,34.395342,34.136050,0.437746,3.187100,Polymer
4457.618970,79.213392,1714.920454,66.417391,120.143438,Ceramic
4055.731746,50.216605,426.252071,1.701415,208.673889,Ceramic
2873.803961,77.427365,1152.898880,13.541221,382.182346,Ceramic
1492.941673,71.571296,32.015711,0.336353,1.260934,Polymer
1237.954316,99.592164,49.935379,0.401217,1.412231,Polymer
2211.189534,155.497851,1021.522367,131.125135,276.407072,Ceramic
4362.386828,293.782875,2705.774387,144.745889,156.833392,Ceramic
8847.009433,814.846365,316.765522,62.360666,183.294165,Metal
1064.435493,25.244814,34.509101,0.263389,0.910782,Polymer
4078.501574,272.591493,1259.156106,129.752835,477.777451,Ceramic
5280.982591,245.986348,227.077677,94.408511,52.371074,Metal
3280.540540,361.723430,1165.051523,6.611187,290.332551,Ceramic
2700.850022,429.452677,1269.966408,40.895006,387.489114,Ceramic
1451.781111,80.627360,11.306406,0.239969,4.016323,Polymer
1145.147990,11.960770,40.148632,0.264547,3.941116,Polymer
1103.609108,83.138544,14.460256,0.291545,4.119039,Polymer
1437.457486,10.576553,45.183931,0.410420,4.439080,Polymer
4595.532510,471.152897,1755.679274,129.006760,442.818125,Ceramic
4740.574542,422.747796,1832.375373,79.322078,466.280029,Ceramic
2212.719562,156.913675,518.669173,29.506754,398.217417,Ceramic
1036.493353,79.615867,48.611690,0.303749,2.561039,Polymer
1349.213783,96.375229,27.354688,0.439645,3.472384,Polymer
3980.738132,189.738452,223.312557,165.367781,58.341001,Metal
5080.780138,741.308751,212.107266,360.524253,144.307618,Metal
1127.973792,78.289886,39.727502,0.483331,2.735504,Polymer
2795.031364,478.091382,996.824089,75.298437,459.263979,Ceramic
3392.341345,62.585450,2085.844765,114.665873,386.631868,Ceramic
8943.934202,1188.844282,244.162916,90.208012,137.916577,Metal
2862.284217,358.066172,2212.837921,125.949082,169.079674,Ceramic
8062.411194,1014.109472,155.312445,108.944271,96.585062,Metal
1067.253131,49.122027,31.712406,0.218669,3.986107,Polymer
3936.922125,737.605648,342.737226,25.965984,53.619350,Metal
1116.114631,54.965650,36.788904,0.190431,1.398257,Polymer
980.823941,63.753328,5.375178,0.134660,3.155529,Polymer
1110.305718,41.948981,20.119392,0.290683,1.947723,Polymer
3550.995013,367.200207,1846.532447,40.877317,265.505079,Ceramic
4153.871825,457.602194,2469.374712,146.107714,472.451948,Ceramic
3322.109360,440.474054,233.141523,336.664230,62.045765,Metal
1072.463839,42.353609,7.844659,0.412296,1.286969,Polymer
1028.597738,46.793657,42.681395,0.223635,3.785059,Polymer
1353.616571,79.149678,21.086307,0.178412,4.826008,Polymer
1295.015773,60.376087,21.000134,0.480134,4.843402,Polymer
8489.202074,1147.346047,216.973789,286.315861,196.922396,Metal
1236.850656,10.940903,3.738776,0.420746,2.128921,Polymer
5686.688762,136.536155,1538.474157,15.880660,318.218001,Ceramic
6106.009291,337.007845,171.038658,377.432265,173.529823,Metal
4620.851995,407.209265,1192.286149,6.869791,445.773923,Ceramic
5467.879974,1009.657029,331.410138,336.046793,103.997071,Metal
3536.394264,455.284824,1123.481484,102.407807,226.210926,Ceramic
5474.078082,468.688201,320.570726,378.944275,215.093442,Metal
2561.392934,469.854447,446.667383,78.824086,362.854263,Ceramic
4504.016773,388.653645,898.584877,55.716087,269.104888,Ceramic
7754.056332,984.403546,359.466462,89.319913,172.644420,Metal
4743.768316,563.132812,172.303753,290.339876,205.662604,Metal
2950.581497,186.664260,2544.586108,119.916547,305.305864,Ceramic
833.019389,53.993560,4.213448,0.272446,3.804796,Polymer
4066.124312,479.015831,2354.781838,123.049540,181.661780,Ceramic
2644.205290,309.399863,2130.146710,74.901693,249.458457,Ceramic
1407.514761,70.639296,1.163943,0.384787,1.110616,Polymer
6174.046743,338.933920,247.785172,126.616020,58.064704,Metal
7786.045750,562.405976,243.950699,336.808123,206.378286,Metal
6799.035470,117.485871,362.097958,36.104798,107.654456,Metal
2502.630610,1017.500808,207.536466,205.608378,164.337488,Metal
4391.138704,313.132452,1987.520644,22.310036,466.832001,Ceramic
4254.512072,150.192389,901.550396,91.090586,127.200060,Ceramic
6239.781446,222.561625,317.764906,311.977712,121.395806,Metal
1327.923061,22.830154,7.521007,0.334700,4.745055,Polymer
1290.330957,41.940982,22.808718,0.486694,4.429617,Polymer
7110.890701,450.108235,259.204245,292.025371,165.784702,Metal
5733.476867,398.522603,2191.235280,93.794691,243.006211,Ceramic
1178.178615,63.340729,46.331657,0.317677,0.457889,Polymer
3125.879802,252.084485,164.760600,82.265254,125.591407,Metal
2141.787689,38.322770,1786.375988,146.200194,235.137978,Ceramic
4593.692242,279.340647,153.352274,332.764378,63.659035,Metal
5194.180783,378.015537,2275.279767,80.962025,363.705375,Ceramic
3767.615542,481.247974,2260.631407,129.727724,140.568931,Ceramic
2451.590953,296.959518,1766.451570,10.273151,468.383551,Ceramic
2322.770098,440.321769,457.073138,36.873235,434.522851,Ceramic
5158.956752,432.062333,950.665273,147.748629,398.858518,Ceramic
7467.734948,182.676856,364.052291,26.327249,116.369952,Metal
1173.063932,70.296150,10.604953,0.243086,2.211430,Polymer
2862.649930,338.335206,1651.956679,34.857971,118.969657,Ceramic
2574.812346,436.389745,321.798786,137.756778,161.401454,Metal
1432.023202,96.598728,9.753314,0.125136,3.741845,Polymer
5461.110291,305.055859,1169.380026,90.595210,324.850817,Ceramic
1122.347184,73.205394,10.221320,0.412728,2.371823,Polymer
4291.584510,56.474043,2662.964786,86.099149,356.405091,Ceramic
4608.023399,424.958432,1702.494544,119.999593,470.782831,Ceramic
1112.141091,11.474210,1.940296,0.329707,0.608149,Polymer
2861.545048,423.181753,1450.316695,145.461412,227.405404,Ceramic
2531.979026,47.241259,2988.338830,94.249861,113.468185,Ceramic
4751.920476,933.915936,351.281333,390.097901,108.383232,Metal
1362.903264,77.690097,15.592997,0.129480,2.143655,Polymer
5073.754084,346.361313,507.283913,136.225511,390.827791,Ceramic
3987.495106,228.226220,2485.058220,135.863411,174.954128,Ceramic
1115.701173,56.364233,9.764793,0.468420,1.076322,Polymer
3281.690186,240.552186,705.574187,34.797334,291.243496,Ceramic
7316.135505,1163.285825,282.764322,90.200008,164.201334,Metal
1423.727819,31.527307,49.038474,0.177319,3.884865,Polymer
1125.855959,92.729259,45.912104,0.268178,2.389751,Polymer
5742.078941,206.224495,1817.756178,31.471382,174.494774,Ceramic
1333.678328,53.008279,8.654256,0.359815,2.816534,Polymer
6077.045841,138.789096,220.348732,156.420753,197.598032,Metal
3748.851770,185.367372,1280.780846,112.722778,319.657807,Ceramic
4445.441785,196.535483,293.435855,88.204607,73.382774,Metal
4224.868916,691.976436,94.603910,267.955071,163.632751,Metal
2364.804101,186.018535,877.333205,78.684395,490.143969,Ceramic
875.506083,57.322940,24.546606,0.257322,1.312747,Polymer
4279.309003,715.768524,217.455718,204.384006,101.097916,Metal
5110.222942,300.411550,2113.233269,12.524947,487.575185,Ceramic
847.119713,56.003769,42.775675,0.499155,4.771495,Polymer
1140.515788,59.009790,21.490656,0.121907,2.060855,Polymer
7664.731993,836.864613,203.333055,291.534822,98.063282,Metal
5806.547582,178.645366,2227.552011,100.037173,436.540038,Ceramic
8791.381981,543.783852,100.484495,46.475680,85.571147,Metal
3321.837368,275.010199,1452.199492,48.380607,145.314292,Ceramic
892.847419,32.841981,4.515559,0.443461,3.567218,Polymer
1231.028752,65.955488,24.729892,0.118759,3.748692,Polymer
4643.725559,225.060284,2448.383366,138.188165,201.385872,Ceramic
5231.084557,396.000495,666.459850,3.097403,406.501245,Ceramic
4040.027678,556.260944,62.947893,398.383370,188.521543,Metal
6998.034195,281.455236,185.680322,49.581793,72.732997,Metal
5827.219930,199.547416,800.857837,99.056066,394.224985,Ceramic
5661.067267,597.571360,327.870280,374.575905,206.329425,Metal
1180.098305,18.259506,47.093681,0.171961,3.994592,Polymer
3308.200062,335.744158,78.254932,39.072906,74.331365,Metal
4403.039143,44.717808,2271.522252,146.343362,201.606195,Ceramic
3260.178322,429.754932,1335.764314,102.981416,198.639722,Ceramic
2866.384093,288.992624,995.112530,91.357273,175.294051,Ceramic
4824.514031,51.819591,2459.239871,95.552418,266.357098,Ceramic
7221.604086,388.898505,231.135715,156.164477,137.204066,Metal
990.077184,62.040176,40.836218,0.298900,0.708282,Polymer
3812.622693,171.507110,1109.479809,50.900573,156.670035,Ceramic
1253.467009,49.292791,31.631328,0.203768,1.508310,Polymer
4100.884207,186.892404,1808.699603,92.557804,111.641918,Ceramic
1079.462650,82.265259,29.109797,0.286948,1.008214,Polymer
1091.670880,92.582131,21.858726,0.262193,4.924167,Polymer
5957.464360,722.820221,243.686414,87.429248,95.490541,Metal
3555.359897,480.244915,1030.540720,22.204052,311.969023,Ceramic
897.853743,93.243602,29.381735,0.169103,1.542462,Polymer
1196.984250,9.207272,26.267972,0.374174,0.733329,Polymer
1470.295166,12.028787,33.135413,0.495089,3.234237,Polymer
3008.729461,521.610161,147.610824,143.388237,192.836931,Metal
4676.861326,99.281639,997.816688,2.169762,406.559573,Ceramic
3808.090612,248.530579,600.999589,9.037693,118.496383,Ceramic
1474.787462,45.936601,24.314705,0.214776,4.364393,Polymer
4365.072824,276.840913,213.696003,117.502666,140.429369,Metal
8977.513292,341.161463,321.756259,330.475323,218.166539,Metal
1489.066262,56.752091,33.536528,0.241593,1.302554,Polymer
5325.351277,1078.349640,132.642092,303.855933,143.156844,Metal
3001.526282,565.109934,310.272542,309.580072,152.427428,Metal
6045.927275,252.455756,122.111639,366.382112,165.659539,Metal
2597.024362,477.270954,1350.792295,75.709886,345.377894,Ceramic
1231.724747,70.485537,2.027057,0.317383,1.350830,Polymer
1342.887466,36.335556,2.016134,0.265025,4.516944,Polymer
7905.491919,873.809440,305.674947,293.462186,188.917735,Metal
1389.283709,29.097492,35.931022,0.237418,3.685918,Polymer
3303.519388,309.194907,1539.085908,16.362427,435.859582,Ceramic
7405.753177,1194.472053,330.145080,336.853221,85.851337,Metal
2522.069791,95.510476,2491.249363,48.276686,390.082690,Ceramic
4000.414053,1140.301216,388.240384,220.762071,113.100927,Metal
869.682074,6.193255,29.054427,0.176950,1.744055,Polymer
4013.699404,248.591611,1382.834598,102.507950,378.021970,Ceramic
2724.023509,306.045933,271.845680,250.257395,116.107759,Metal
1322.130843,21.434383,27.939932,0.275545,0.828616,Polymer
5817.553903,282.728793,1670.398169,65.770157,265.672934,Ceramic
5105.755708,326.000643,1879.679254,74.551626,251.503860,Ceramic
4533.826487,881.452233,50.924493,298.897051,157.220130,Metal
5130.497607,793.649522,143.484145,303.145436,219.155205,Metal
1089.833263,22.946114,17.332203,0.110648,0.384255,Polymer
884.509730,93.715687,25.929995,0.102148,0.239881,Polymer
1176.307636,18.300418,7.263598,0.122024,1.194231,Polymer
2170.059548,301.489933,1897.239562,54.544643,494.355413,Ceramic
1199.873156,7.880413,21.808712,0.128354,2.245983,Polymer
2062.034037,64.236480,1622.424773,80.944483,205.424365,Ceramic
4790.896943,721.786202,302.350045,312.207657,203.775402,Metal
830.786439,42.255848,16.885568,0.394487,2.584188,Polymer
5767.281535,608.253103,200.363019,34.717521,129.023569,Metal
2484.476907,29.550661,2555.796234,52.909420,161.491831,Ceramic
1409.290915,6.482946,41.293486,0.480815,0.650687,Polymer
7929.424418,166.879722,291.781930,275.478226,76.262121,Metal
5659.550550,337.297591,2853.695559,91.654116,202.865272,Ceramic
4972.716162,227.009587,1179.429102,80.992114,251.558687,Ceramic
6630.607754,826.150835,299.078669,176.459318,195.675948,Metal
916.076645,52.977604,1.409580,0.102019,4.521912,Polymer
1288.310978,25.114119,47.098120,0.277440,0.972997,Polymer
5679.176295,207.382987,315.274120,111.295443,187.993905,Metal
926.310192,35.886305,36.453256,0.365210,2.720096,Polymer
1136.616565,79.137396,45.274792,0.356879,0.723603,Polymer
4882.712192,148.914044,515.448659,52.004460,147.443370,Ceramic
4899.006799,692.901759,197.538804,329.568306,63.346214,Metal
2201.852710,29.119085,1313.890822,13.856647,494.856969,Ceramic
4977.889073,808.532998,143.845487,251.188325,90.584702,Metal
1468.202237,95.921363,25.901889,0.331159,1.440157,Polymer
1479.364147,66.003868,20.056673,0.467563,1.141958,Polymer
5880.569121,186.868029,1312.554887,79.329070,359.399235,Ceramic
4908.491673,949.556201,211.324749,57.434628,167.232119,Metal
1450.282625,26.220404,36.504950,0.154325,0.979050,Polymer
1319.396403,31.682797,13.549916,0.314397,3.198255,Polymer
1267.337388,64.946267,5.294341,0.302621,3.580251,Polymer
3193.342830,72.390110,2846.580866,27.367953,190.308139,Ceramic
4959.415236,495.587149,1579.283185,10.793115,444.720041,Ceramic
5845.521732,139.809775,2586.521093,73.585998,115.205908,Ceramic
1052.946712,43.154783,17.953973,0.415975,4.134595,Polymer
3694.979728,735.363881,77.654916,34.464863,76.485000,Metal
6707.349477,628.545740,159.742648,342.739952,207.124122,Metal
7073.543746,924.469800,201.996200,28.373426,69.690886,Metal
7834.913701,111.753772,389.373363,166.004630,196.855860,Metal
1373.901621,86.676312,10.156674,0.330882,4.320440,Polymer
5948.015436,170.341862,1520.008153,33.686728,324.835741,Ceramic
1209.612593,35.568679,49.443170,0.376427,1.007175,Polymer
4313.013252,491.328500,750.056050,94.791602,263.225022,Ceramic
5854.055792,544.717761,280.742933,141.510547,117.097859,Metal
4127.205199,448.875468,146.201058,244.755272,114.948005,Metal
1278.854575,21.391612,21.386353,0.430935,2.847592,Polymer
